objectid,parent id,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,filename,object_location,image_small,image_thumb,image_alt_text,object_transcript
Landplats_030,,Lucius Fishburne's description of Sycamore plantation,South Carolona Historical Society,1800,"John Witsell owns Sycamore plantation from 1802- 1870, Prior to him Haynes owns it. After him Frasers own it.",Sycamore plantation,Colleton County S.C,32°37'56.2,80°37'14.2,Plantations Notes: St. Bartholomew Parish,South Carolina Historical Society Records,Image: Stillimage,jpeg,eng,materials produced by Colleton County Register of Deeds,http://rightsstatements.org/vocab/NoC-US/1.0/,compound_object,SCHS_Lucius_FishburneSycamore_2.jpeg,/objects/SCHS_Lucius_FishburneSycamore_2.jpeg,/objects/small/schs_lucius_fishburnesycamore_2_sm.jpg,/objects/thumbs/schs_lucius_fishburnesycamore_2_th.jpg,,
Landplats_031,Landplats_030,"Lucius Fishburne's description of Sycamore plantation, 2nd page",South Carolona Historical Society,1850,"John Witsell owns Sycamore plantation from 1802- 1870, Prior to him Haynes owns it. After him Frasers own it.",Sycamore plantation,Colleton County S.C,32°48'45.9,80°28'32.0,Plantations Notes: St. Bartholomew Parish,South Carolina Historical Society Records,Image: Stillimage,jpeg,eng,materials produced by Colleton County Register of Deeds,http://rightsstatements.org/vocab/NoC-US/1.0/,image,SCHS_Lucius_FishburneSycamore_2.jpeg,/objects/SCHS_Lucius_FishburneSycamore_2.jpeg,/objects/small/schs_lucius_fishburnesycamore_2_sm.jpg,/objects/thumbs/schs_lucius_fishburnesycamore_2_th.jpg,,
Landplats_032,Landplats_030,Lucius Fishburne's 1description of  Sycamore plantation 1st page,South Carolona Historical Society,1850,John Witsell owns Sycamore plantation from 1802- 1870. Prior to him Haynes owns it. After him Frasers own it.,Sycamore plantation,Colleton County S.C,32°48'45.9,80°28'32.0,Plantations Notes: St. Bartholomew Parish,South Carolina Historical Society Records,Image: Stillimage,jpeg,eng,materials produced by Colleton County Register of Deeds,http://rightsstatements.org/vocab/NoC-US/1.0/,image,SCHS_Lucius_Fishburne_Sycamore_3.jpeg,/objects/SCHS_Lucius_Fishburne_Sycamore_3.jpeg,/objects/small/schs_lucius_fishburne_sycamore_3_sm.jpg,/objects/thumbs/schs_lucius_fishburne_sycamore_3_th.jpg,,
Landplats_033,,Presont Plantation,South Carolona Historical Society,1850,"Presont Plantation changes hands between Lowndes, Fraser and Verdiers",Presont Plantation,Colleton County S.C,32°50'03.9,80°31'18.9,South Carolina Historica Society,South Carolina Historical Society Records,Image: Stillimage,jpeg,eng,materials produced by Colleton County Register of Deeds,http://rightsstatements.org/vocab/NoC-US/1.0/,image,SCHS_Preston_Tract_2.jpg,/objects/SCHS_Preston_Tract_2.jpg,/objects/small/schs_preston_tract_2_sm.jpg,/objects/thumbs/schs_preston_tract_2_th.jpg,,
Landplats_034,,The Trailer,Shaneda destine,2026,The Trailer,Holmes Hairs Property,Colleton County S.C,32°48'45.9,80°28'32.0,Shaneda Destine Private Collection,Shaneda Destine,Image: Stillimage,jpeg,eng,materials produced by Shaneda Destine,http://rightsstatements.org/vocab/NoC-US/1.0/,image,Trailer_wall.JPG,/objects/Trailer_wall.JPG,/objects/small/trailer_wall_sm.jpg,/objects/thumbs/trailer_wall_th.jpg,,
Landplats_035,,Willie Witsell Sell 5 acres to sibli Mary,Colleton County Register of Deeds,1924,Cuffy Witsell Sr. Original 25 acres,Cuffy Sr.'s heirs sell to each other,Colleton County S.C,32°51'12.9,80°30'48.6,Colleton County Register of Deeds,colleton County,Image: Stillimage,jpeg,eng,materials produced by Colleton County Register of Deeds,http://rightsstatements.org/vocab/NoC-US/1.0/,image,1924_Willie_and_Sibs_sell_to_Mary.jpg,/objects/1924_Willie_and_Sibs_sell_to_Mary.jpg,/objects/small/1924_willie_and_sibs_sell_to_mary_sm.jpg,/objects/thumbs/1924_willie_and_sibs_sell_to_mary_th.jpg,,
Landplats_036,,Willie Witsell Sell 5 acres to sibling in law Lewis,Colleton County Register of Deeds,1924,Cuffy Witsell Sr. Original 25 acres,Cuffy Sr.'s heirs sell to each other,Colleton County S.C,32°51'12.9,80°30'48.6,Colleton County Register of Deeds,colleton County,Image: Stillimage,jpeg,eng,materials produced by Colleton County Register of Deeds,http://rightsstatements.org/vocab/NoC-US/1.0/,image,1924_Willie_and_sibs_sell_to_Lewis.jpg,/objects/1924_Willie_and_sibs_sell_to_Lewis.jpg,/objects/small/1924_willie_and_sibs_sell_to_lewis_sm.jpg,/objects/thumbs/1924_willie_and_sibs_sell_to_lewis_th.jpg,,
Landplats_037,,Willie Witsell Sell 5 acres to sibling Peggy,Colleton County Register of Deeds,1924,Cuffy Witsell Sr. Original 25 acres,Cuffy Sr.'s heirs sell to each other,Colleton County S.C,32°51'12.9,80°30'48.6,Colleton County Register of Deeds,colleton County,Image: Stillimage,jpeg,eng,materials produced by Colleton County Register of Deeds,http://rightsstatements.org/vocab/NoC-US/1.0/,image,1925_Willie_and_sibs_sell_to_Peggy.jpg,/objects/1925_Willie_and_sibs_sell_to_Peggy.jpg,/objects/small/1925_willie_and_sibs_sell_to_peggy_sm.jpg,/objects/thumbs/1925_willie_and_sibs_sell_to_peggy_th.jpg,,
Landplats_038,,Willie Witsell 1930 Census,U.S. Census Bureau,1930,Willie Witsell and Rosa Blake CensusCo,Willie Witsell and Rosa Census,Colleton County S.C,32°51'12.9,80°30'48.6,United States Census Bureaa,"Glover Towhship, Colleton County",Image: Stillimage,jpeg,eng,materials produced by U.S. Census B,http://rightsstatements.org/vocab/NoC-US/1.0/,image,1930_Census_Willie_Witsell.jpg,/objects/1930_Census_Willie_Witsell.jpg,/objects/small/1930_census_willie_witsell_sm.jpg,/objects/thumbs/1930_census_willie_witsell_th.jpg,,
Landplats_039,,Willie Witsell 1930 Census,Colleton County Register of Deeds,1940,Willie Witsell and Rosa Blake Census,Willie Witsell and Rosa Census,Colleton County S.C,32°51'12.9,80°30'48.6,United States Census Bureaa,"Glover Towhship, Colleton County",Image: Stillimage,jpeg,eng,materials produced by U.S. Census B,http://rightsstatements.org/vocab/NoC-US/1.0/,image,1940_Census_Willie_Witsell.jpg,/objects/1940_Census_Willie_Witsell.jpg,/objects/small/1940_census_willie_witsell_sm.jpg,/objects/thumbs/1940_census_willie_witsell_th.jpg,,
Landplats_040,,Mary purchases 5 acres of Cuffy Jr.'s land,,1934,"Mary Osborne, Cuffy Witsell Jr.'s 5 acres from PB Ackerman",Mary Purchases 5 of the 100 of Cuffy Jr.'s acres from PB Ackerman,,32°51'15.0,80°29'12.9,Colleton County Register of Deeds,"Glover Towhship, Colleton County",Image: Stillimage,jpeg,eng,materials produced by Colleton County Register of Deeds,http://rightsstatements.org/vocab/NoC-US/1.0/,image,Colleton_Deeds__Mary_Osborne_5_acres_from_Ackerman.jpg,/objects/Colleton_Deeds__Mary_Osborne_5_acres_from_Ackerman.jpg,/objects/small/colleton_deeds__mary_osborne_5_acres_from_ackerman_sm.jpg,/objects/thumbs/colleton_deeds__mary_osborne_5_acres_from_ackerman,,
Landplats_041,,Trinity AME Church,Trinity,2025,Trinity AME,Church,Round O South Carolina,"33.74010695434156,c",84.48980152,"Round O, South Carolina",Round O SC,Image: Stillimage,jpeg,eng,materials produced by Shaneda Destine,http://rightsstatements.org/vocab/NoC-US/1.0/,image,Trinity_AME_1.jpg,/objects/Trinity_AME_1.jpg,/objects/small/trinity_ame_1_sm.jpg,/objects/thumbs/trinity_ame_1_th.jpg,,
Landplats_042,,Maude's Quilt at the Trailer,Shaneda Destine pic,2025,Maude's Quilt,Maude's Quilt,Round O South Carolina,32°48'45.9,80°28'32.0,Shaneda Destine Private Collection,Round O SC,Image: Stillimage,jpeg,eng,materials produced by Shaneda Destine,http://rightsstatements.org/vocab/NoC-US/1.0/,image,old_family_pic_in_round_o.jpg,/objects/old_family_pic_in_round_o.jpg,/objects/small/old_family_pic_in_round_o_sm.jpg,/objects/thumbs/old_family_pic_in_round_o_th.jpg,,
Landplats_043,,Family Pic,Family archive,1990,Family photo,Family Photograph,Round O South Carolina,32°48'45.9,80°28'32.0,Family Archive,Round O SC,Image: Stillimage,jpeg,eng,materials produced by Shaneda Destine,http://rightsstatements.org/vocab/NoC-US/1.0/,image,Quilt.jpg,/objects/Quilt.jpg,/objects/small/quilt_sm.jpg,/objects/thumbs/quilt_th.jpg,,
Landplats_044,,Willie Witsell Registration Draft Papers,National Archives,1918,Draft Registration,Willie Witsell Draft papers,Round O South Carolina,32°51'10.7,80°29'27.3,National Archives,South Carolina State,Image: Stillimage,jpeg,eng,materials produced by National Archives,http://rightsstatements.org/vocab/NoC-US/1.0/,image,1918WillieMilitaryDraft.jpg,/objects/1918WillieMilitaryDraft.jpg,/objects/small/1918williemilitarydraft_sm.jpg,/objects/thumbs/1918williemilitarydraft_th.jpg,,
